"","Matastatic_Site","Freq","Weight","Primary_site"
"117","liver",12,0.0315789473684211,"liver"
"126","lung",123,0.323684210526316,"liver"
"1312","lymph_node",119,0.313157894736842,"liver"
"16","omentum",18,1,"ovary"
"1313","lymph_node",34,1,"nasopharynx"
"127","lung",16,1,"femur"
"128","lung",4,0.8,"humerus"
"291","soft_tissue",1,0.2,"humerus"
"129","lung",2,0.666666666666667,"fibula"
"26","skeleton",1,0.333333333333333,"fibula"
"1210","lung",2,1,"tibia"
"1211","lung",2,1,"costa"
"1212","lung",2,1,"pelvis"
"118","liver",24,0.558139534883721,"stomach"
"1213","lung",8,0.186046511627907,"stomach"
"151","non-regional_/_distant_lymph_nodes",1,0.0232558139534884,"stomach"
"172","other",6,0.13953488372093,"stomach"
"214","peritoneal_surfaces",4,0.0930232558139535,"stomach"
"1214","lung",2,0.285714285714286,"testis"
"1314","lymph_node",5,0.714285714285714,"testis"
"1215","lung",8,0.0373831775700935,"thyroid"
"1315","lymph_node",204,0.953271028037383,"thyroid"
"23","pleura",2,0.00934579439252336,"thyroid"
"38","brain",22,1,"brain"
"119","liver",47,0.203463203463203,"small_intestine"
"1316","lymph_node",184,0.796536796536797,"small_intestine"
"9","head_&_neck",6,0.130434782608696,"cervix"
"1216","lung",6,0.130434782608696,"cervix"
"1317","lymph_node",19,0.41304347826087,"cervix"
"173","other",15,0.326086956521739,"cervix"
"341","viscera",21,1,"penis"
"215","bone",4,0.108108108108108,"adrenal_gland"
"1110","liver",8,0.216216216216216,"adrenal_gland"
"1217","lung",22,0.594594594594595,"adrenal_gland"
"174","other",1,0.027027027027027,"adrenal_gland"
"216","peritoneal_surfaces",1,0.027027027027027,"adrenal_gland"
"292","soft_tissue",1,0.027027027027027,"adrenal_gland"
"217","bone",54,0.388489208633094,"bladder"
"1111","liver",24,0.172661870503597,"bladder"
"1218","lung",60,0.431654676258993,"bladder"
"1318","lymph_node",1,0.00719424460431655,"bladder"
"218","bone",1,0.0104166666666667,"esophagus"
"39","brain",10,0.104166666666667,"esophagus"
"1112","liver",45,0.46875,"esophagus"
"1219","lung",15,0.15625,"esophagus"
"175","other",25,0.260416666666667,"esophagus"
"24","pleura/pleural_effusion",1,1,"thymus"
"219","bone",6,0.375,"uterus"
"1113","liver",1,0.0625,"uterus"
"1220","lung",6,0.375,"uterus"
"1319","lymph_node",1,0.0625,"uterus"
"176","other",1,0.0625,"uterus"
"20","pelvis",1,0.0625,"uterus"
"1114","liver",11,0.916666666666667,"eye"
"273","skin",1,0.0833333333333333,"eye"
